"title","id","addr","cate.major","cate.minor","avg.cost","url"
"雨田+","1111121","新北市新店區德正街22號","早餐","其他類型早餐",285,"http://www.ipeen.com.tw/shop/1111121-雨田"
"FIFI brunch & zakka","955300","桃園市八德區銀和街43號","早餐","西式早餐",165,"http://www.ipeen.com.tw/shop/955300-FIFI-brunch-zakka"
"208 BRUNCH","981604","新北市中和區安平路208號1樓","早餐","西式早餐",70,"http://www.ipeen.com.tw/shop/981604-208-BRUNCH"
"今日飯糰","1014032","台中市太平區中山路四段186號前攤位(石二鍋斜對面)","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/1014032-今日飯糰"
"鮮we趣/sandwich","1016612","台中市西區英才路458號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1016612-鮮we趣-sandwich"
"上崙早餐店","1016862","台南市仁德區德崙路376號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1016862-上崙早餐店"
"土司森林","604416","彰化縣花壇鄉中正路一段467號","早餐","西式早餐",52,"http://www.ipeen.com.tw/shop/604416-土司森林"
"民權133 morning","605446","新北市新店區民權路133號","早餐","西式早餐",35,"http://www.ipeen.com.tw/shop/605446-民權133-morning"
"58<U+306E>轉角手做三明治咖啡工坊","157361","台中市西屯區上安路58號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/157361-58<U+306E>轉角手做三明治咖啡工坊"
"咖啡樹早午餐","963610","屏東縣屏東市忠孝路138-28號","早餐","西式早餐",140,"http://www.ipeen.com.tw/shop/963610-咖啡樹早午餐"
"Tree House 早午餐","987188","新北市泰山區工專路51號","早餐","西式早餐",70,"http://www.ipeen.com.tw/shop/987188-Tree-House-早午餐"
"早安您好","1004120","高雄市苓雅區武慶三路4號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1004120-早安您好"
"三佳早點(健行店)","933300","台中市北區健行路436號","早餐","中式早餐",15,"http://www.ipeen.com.tw/shop/933300-三佳早點-健行店"
"好早 ohayo","1010678","台南市東區新樓醫院旁7-11","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/1010678-好早-ohayo"
"堡咖咖漢堡堡","607666","宜蘭縣宜蘭市健康路二段151號","早餐","西式早餐",25,"http://www.ipeen.com.tw/shop/607666-堡咖咖漢堡堡"
"來來豆漿店","610066","新竹市東區建功路29號","早餐","中式早餐",61,"http://www.ipeen.com.tw/shop/610066-來來豆漿店"
"Vicking's cafe 維京女王","1063668","新北市板橋區貴興路117號","早餐","西式早餐",237,"http://www.ipeen.com.tw/shop/1063668-Vicking-s-cafe-維京女王"
"來來豆漿店","610066","新竹市東區建功路29號","早餐","中式早餐",61,"http://www.ipeen.com.tw/shop/610066-來來豆漿店"
"23早午餐","589298","宜蘭縣羅東鎮興東南路220巷23號","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/589298-23早午餐"
"香堤咖啡三明治","624776","桃園市蘆竹區南昌路134號","早餐","西式早餐",80,"http://www.ipeen.com.tw/shop/624776-香堤咖啡三明治"
"保福早餐店","1044476","新北市永和區保福路二段143號","早餐","中式早餐",61,"http://www.ipeen.com.tw/shop/1044476-保福早餐店"
"阿婆早餐麵店","603828","新竹市東區東山街6號","早餐","中式早餐",57,"http://www.ipeen.com.tw/shop/603828-阿婆早餐麵店"
"口福早餐店(阿婆鹹蛋餅)","1006644","新北市淡水區水源街一段129號","早餐","中式早餐",40,"http://www.ipeen.com.tw/shop/1006644-口福早餐店-阿婆鹹蛋餅"
"幸福飯糰","941104","高雄市苓雅區六合路河南路口","早餐","中式早餐",40,"http://www.ipeen.com.tw/shop/941104-幸福飯糰"
"太陽小舖早午餐專賣店","1017446","台中市大甲區光明路3號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/1017446-太陽小舖早午餐專賣店"
"檸檬樹早餐坊","1026156","屏東縣屏東市大武路218號","早餐","西式早餐",53,"http://www.ipeen.com.tw/shop/1026156-檸檬樹早餐坊"
"早安！美芝城(新竹科學園區店)","58498","新竹市東區科學園區82號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/58498-早安-美芝城-新竹科學園區店"
"美而美(八芳)","113559","台北市中正區南陽街3之2號","早餐","西式早餐",15,"http://www.ipeen.com.tw/shop/113559-美而美-八芳"
"無名油飯","579516","宜蘭縣羅東鎮公園路100號斜對面","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/579516-無名油飯"
"六吋盤晨間飲食館","1045968","屏東縣屏東市建豐路86號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1045968-六吋盤晨間飲食館"
"古糧碳烤三明治","1016632","屏東縣屏東市中華路75號","早餐","西式早餐",53,"http://www.ipeen.com.tw/shop/1016632-古糧碳烤三明治"
"玉超豆漿店","116564","新北市中和區莒光路129巷2弄2號","早餐","中式早餐",40,"http://www.ipeen.com.tw/shop/116564-玉超豆漿店"
"莫尼‧布朗琪 早午餐 Morning Brunch","1136966","屏東縣內埔鄉自強路32號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1136966-莫尼‧布朗琪-早午餐-Morning-Brunch"
"金瓜蔬果屋","551366","台中市西屯區福順路306號","早餐","其他類型早餐",60,"http://www.ipeen.com.tw/shop/551366-金瓜蔬果屋"
"時分幸福","609988","宜蘭縣羅東鎮公正路346號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/609988-時分幸福"
"麥町吐司工房(內湖民權店)","621758","台北市內湖區民權東路六段296巷55號","早餐","其他類型早餐",53,"http://www.ipeen.com.tw/shop/621758-麥町吐司工房-內湖民權店"
"伍。好食光","1041180","台中市西屯區大墩19街142-1號","早餐","西式早餐",280,"http://www.ipeen.com.tw/shop/1041180-伍。好食光"
"真呷意","1033120","桃園市中壢區文化二路270號","早餐","中式早餐",40,"http://www.ipeen.com.tw/shop/1033120-真呷意"
"阿焜早點","927950","嘉義市西區仁愛路536號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/927950-阿焜早點"
"唐媽媽早餐店","997430","台南市仁德區保華路12號","早餐","中式早餐",73,"http://www.ipeen.com.tw/shop/997430-唐媽媽早餐店"
"鹿耳晚晚早餐","1058954","台南市東區林森路一段153巷19號1樓","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1058954-鹿耳晚晚早餐"
"豐滿","1064212","新北市土城區學府路一段233號","早餐","西式早餐",169,"http://www.ipeen.com.tw/shop/1064212-豐滿"
"艾烤客手工蛋餅","1045398","新北市中和區建八路2號C3","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1045398-艾烤客手工蛋餅"
"拉亞漢堡 Laya Burger","58831","桃園市龜山區大同路239號 (在桃園銘傳大學附近)","早餐","西式早餐",35,"http://www.ipeen.com.tw/shop/58831-拉亞漢堡-Laya-Burger"
"拉亞漢堡 Laya Burger(林森店)","51308","花蓮縣花蓮市林森路132號","早餐","西式早餐",70,"http://www.ipeen.com.tw/shop/51308-拉亞漢堡-Laya-Burger-林森店"
"瑞麟美而美","51518","花蓮縣花蓮市建國路536號","早餐","西式早餐",25,"http://www.ipeen.com.tw/shop/51518-瑞麟美而美"
"瑞麟美而美","51588","花蓮縣花蓮市建國路二段862號","早餐","西式早餐",40,"http://www.ipeen.com.tw/shop/51588-瑞麟美而美"
"東門火婆煎粿","590422","嘉義市東區公明路188號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/590422-東門火婆煎粿"
"Butter 巴特2店 Brunch&cafe","1013648","台中市西區五權西四街13巷10號","早餐","早午餐",248,"http://www.ipeen.com.tw/shop/1013648-Butter-巴特2店-Brunch-cafe"
"美圓飯糰","578730","宜蘭縣羅東鎮民生路6號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/578730-美圓飯糰"
"拉亞漢堡 Laya Burger","279681","台北市內湖區內湖路一段285巷27弄3號","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/279681-拉亞漢堡-Laya-Burger"
"果果早餐坊","593624","新北市土城區明德路一段52號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/593624-果果早餐坊"
"福屋 朝食坊","1061702","高雄市三民區大昌一路226號","早餐","西式早餐",69,"http://www.ipeen.com.tw/shop/1061702-福屋-朝食坊"
"大飽包餐車","1032330","桃園市龜山區中興路428號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1032330-大飽包餐車"
"嘉祥粿仔","1024482","台南市關廟區中正路751號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1024482-嘉祥粿仔"
"艾初早餐(市政河南店)","1181435","台中市西屯區河南路四段79號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1181435-艾初早餐-市政河南店"
"「福圓號」真功夫養生饅頭(伊通店)","1241748","台北市中山區伊通街113號(近四平街口)","早餐","中式早餐",150,"http://www.ipeen.com.tw/shop/1241748-福圓號-真功夫養生饅頭-伊通店"
"華廈美而美","51517","花蓮縣花蓮市中正路231號","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/51517-華廈美而美"
"晨光營養早餐養生粥","32155","台北市中正區和平西路一段14-1號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/32155-晨光營養早餐養生粥"
"埔里仁愛圓環早餐","596796","南投縣埔里鎮南昌街252號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/596796-埔里仁愛圓環早餐"
"南屯咕咕","603912","台中市南屯區大墩十街226號","早餐","西式早餐",165,"http://www.ipeen.com.tw/shop/603912-南屯咕咕"
"阿順黑飯糰","612202","宜蘭縣礁溪鄉礁溪路四段166號","早餐","中式早餐",49,"http://www.ipeen.com.tw/shop/612202-阿順黑飯糰"
"草屯美而美","580979","南投縣草屯鎮明賢街72號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/580979-草屯美而美"
"羅工早點","592454","宜蘭縣冬山鄉廣興村廣興路120號(羅東高工正對面)","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/592454-羅工早點"
"漿餅屋豆漿","1217522","新北市中和區秀朗路三段128巷1弄2號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1217522-漿餅屋豆漿"
"胖鬆鬆早午餐","1044884","台南市永康區大武街6號","早餐","西式早餐",200,"http://www.ipeen.com.tw/shop/1044884-胖鬆鬆早午餐"
"小豬啃飯糰","1033226","台北市文山區忠順街二段19號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1033226-小豬啃飯糰"
"Cody's La Jolla","953772","美國 8030 Girard Ave La Jolla, CA 92037","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/953772-Cody-s-La-Jolla"
"一品坊早餐店","116623","花蓮縣花蓮市中山路668號","早餐","西式早餐",35,"http://www.ipeen.com.tw/shop/116623-一品坊早餐店"
"晨鄰複合式早餐店","593676","新北市土城區明峰街38號","早餐","其他類型早餐",60,"http://www.ipeen.com.tw/shop/593676-晨鄰複合式早餐店"
"早餐優選(板橋大仁店)","897074","新北市板橋區大仁街50號","早餐","西式早餐",88,"http://www.ipeen.com.tw/shop/897074-早餐優選-板橋大仁店"
"美美早餐店","950148","台北市信義區吳興街284巷11-4號","早餐","西式早餐",63,"http://www.ipeen.com.tw/shop/950148-美美早餐店"
"延三飯糰蛋餅早餐","958642","台北市大同區延平北路三段25-3號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/958642-延三飯糰蛋餅早餐"
"明<U+5CEF>早點店","967452","桃園市桃園區桃園區春日路270號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/967452-明<U+5CEF>早點店"
"兩位太太熱壓吐司","1070116","台中市西區三民路一段97號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/1070116-兩位太太熱壓吐司"
"南門路無名早餐","1046310","台南市南區南門路343號 (志開國小對面)","早餐","中式早餐",34,"http://www.ipeen.com.tw/shop/1046310-南門路無名早餐"
"A婆古早味炭烤三明治","1122848","台北市中山區雙城街10巷8-3號","早餐","早午餐",143,"http://www.ipeen.com.tw/shop/1122848-A婆古早味炭烤三明治"
"鄭家粥品","595194","高雄市苓雅區苓雅一路229號","早餐","中式早餐",80,"http://www.ipeen.com.tw/shop/595194-鄭家粥品"
"橘子廚房","586509","宜蘭縣羅東鎮公正路62號","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/586509-橘子廚房"
"阿-MAY","837584","新北市三重區三陽路40號","早餐","西式早餐",72,"http://www.ipeen.com.tw/shop/837584-阿-MAY"
"Butter 巴特2店 Brunch&cafe","1013648","台中市西區五權西四街13巷10號","早餐","早午餐",248,"http://www.ipeen.com.tw/shop/1013648-Butter-巴特2店-Brunch-cafe"
"高家肉包","892296","台中市北區力行路40號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/892296-高家肉包"
"米可微館 mini.co","1028618","台北市大安區通安街38-1號","早餐","西式早餐",150,"http://www.ipeen.com.tw/shop/1028618-米可微館-mini-co"
"彰化無名小籠包","956782","彰化縣彰化市旭光路96號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/956782-彰化無名小籠包"
"微楓那裡食尚早午餐","945464","嘉義市西區新民路","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/945464-微楓那裡食尚早午餐"
"炭烤三明治","1005152","新北市土城區金城路二段266號","早餐","西式早餐",35,"http://www.ipeen.com.tw/shop/1005152-炭烤三明治"
"Alley Brunch巷弄裡的早午餐","1019160","彰化縣彰化市南郭路ㄧ段220巷1號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1019160-Alley-Brunch巷弄裡的早午餐"
"威飽早餐店","1017904","彰化縣彰化市中山路一段429號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/1017904-威飽早餐店"
"Q香飯糰","1059714","台北市大同區錦西街61號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1059714-Q香飯糰"
"初心早食 First Heart Brekkie","1067836","新北市新莊區中平路184巷8-1號","早餐","西式早餐",145,"http://www.ipeen.com.tw/shop/1067836-初心早食-First-Heart-Brekkie"
"伴伴鬆餅","1213961","嘉義市西區長榮街290號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1213961-伴伴鬆餅"
"三口組早餐店","116980","台北市松山區南京東路五段66巷2弄2號","早餐","西式早餐",55,"http://www.ipeen.com.tw/shop/116980-三口組早餐店"
"佳味包子","117367","新竹縣竹東鎮安東路3號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/117367-佳味包子"
"亞米漢堡(林口民族店)","154949","新北市林口區民族路294號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/154949-亞米漢堡-林口民族店"
"何媽媽早餐","606524","台中市西屯區重慶路111巷2號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/606524-何媽媽早餐"
"晨間廚房(興豐店)","378090","桃園市八德區興豐路280號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/378090-晨間廚房-興豐店"
"長勝君捲蛋餅","1138883","台北市松山區興安街214號","早餐","早午餐",132,"http://www.ipeen.com.tw/shop/1138883-長勝君捲蛋餅"
"喜得炭火燒三明治(內湖文德店)","1041882","台北市內湖區文德路50號","早餐","西式早餐",53,"http://www.ipeen.com.tw/shop/1041882-喜得炭火燒三明治-內湖文德店"
"初，吐司蛋餅","1038730","桃園市中壢區中榮路7號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1038730-初-吐司蛋餅"
"天津味早餐專賣店","1040322","高雄市前鎮區瑞隆路333號","早餐","中式早餐",25,"http://www.ipeen.com.tw/shop/1040322-天津味早餐專賣店"
"永和豆漿大王","1033304","台北市大安區信義路4段20號","早餐","中式早餐",47,"http://www.ipeen.com.tw/shop/1033304-永和豆漿大王"
"馮家市場麵","1022806","高雄市岡山區康樂村3號","早餐","中式早餐",75,"http://www.ipeen.com.tw/shop/1022806-馮家市場麵"
"美而美早餐吧","93041","桃園市桃園區民生路160號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/93041-美而美早餐吧"
"無名早餐店","116834","台北市中正區懷寧街6-12號","早餐","中式早餐",25,"http://www.ipeen.com.tw/shop/116834-無名早餐店"
"懷仁街無名飯糰","584115","新北市板橋區懷仁街95號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/584115-懷仁街無名飯糰"
"APPLE 203吐司工房","568286","新北市土城區延吉街236巷9號","早餐","其他類型早餐",35,"http://www.ipeen.com.tw/shop/568286-APPLE-203吐司工房"
"雙連肉粽肉包","147593","台北市大安區羅斯福路四段83號警衛室旁","早餐","中式早餐",45,"http://www.ipeen.com.tw/shop/147593-雙連肉粽肉包"
"Brunch at 杉食 30‧杉食","1047494","台中市西屯區永昌街80號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1047494-Brunch-at-杉食-30‧杉食"
"森的流浪小餐車","1044468","台南市東區大學路2號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1044468-森的流浪小餐車"
"兔子吐司","1054652","台北市北投區大同街9號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1054652-兔子吐司"
"永和豆漿大王","977544","新北市中和區宜安路166號","早餐","中式早餐",80,"http://www.ipeen.com.tw/shop/977544-永和豆漿大王"
"美之軒早餐店","978568","新北市淡水區學府路160號","早餐","西式早餐",68,"http://www.ipeen.com.tw/shop/978568-美之軒早餐店"
"點匠輕鬆小品","1077420","台中市北區英才路389號1樓","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1077420-點匠輕鬆小品"
"拉亞漢堡 Laya Burger(新豐店)","983346","新北市新莊區景德街316號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/983346-拉亞漢堡-Laya-Burger-新豐店"
"高雄早午餐大集合","995224","高雄市鳳山區中正路999號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/995224-高雄早午餐大集合"
"昇美早餐屋(孝三店)","931974","基隆市仁愛區孝三路67號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/931974-昇美早餐屋-孝三店"
"小吉廚坊","1016264","屏東縣屏東市天津街3-2號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1016264-小吉廚坊"
"Smoko Salad Bar","1069748","高雄市前鎮區林森三路55號","早餐","西式早餐",250,"http://www.ipeen.com.tw/shop/1069748-Smoko-Salad-Bar"
"拉亞漢堡 Laya Burger(和平店)","116108","台北市中正區延平南路157巷3號","早餐","西式早餐",40,"http://www.ipeen.com.tw/shop/116108-拉亞漢堡-Laya-Burger-和平店"
"美奇早餐 Maggie's House","594956","台中市北區國強街10號","早餐","西式早餐",54,"http://www.ipeen.com.tw/shop/594956-美奇早餐-Maggie-s-House"
"美而濃早餐店","589694","台北市士林區中山北路五段505巷1號","早餐","中式早餐",53,"http://www.ipeen.com.tw/shop/589694-美而濃早餐店"
"無名飯糰","150921","宜蘭縣羅東鎮忠孝路9號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/150921-無名飯糰"
"全家福早餐店","614962","高雄市楠梓區常德路240巷23弄37號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/614962-全家福早餐店"
"諭泉紅茶豆乳","630932","高雄市新興區忠孝一路252號","早餐","其他類型早餐",50,"http://www.ipeen.com.tw/shop/630932-諭泉紅茶豆乳"
"Oliva","593364","台中市南屯區河南路四段413號","早餐","西式早餐",188,"http://www.ipeen.com.tw/shop/593364-Oliva"
"吉利街無名早餐店","1043088","台北市北投區台北市北投區吉利街239號","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/1043088-吉利街無名早餐店"
"小羊炭烤山明治","1038422","基隆市中正區北寧路7號(近海洋大學)","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1038422-小羊炭烤山明治"
"晨坊早午餐","959340","台中市龍井區國際街165-167號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/959340-晨坊早午餐"
"初初看碳烤吐司專賣店","1248009","台北市松山區民權東路三段160巷19弄1號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1248009-初初看碳烤吐司專賣店"
"阿玉飯糰","991902","台北市北投區光明路146號","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/991902-阿玉飯糰"
"和園早午餐Garden Brunch","1017834","屏東縣屏東市公勤ㄧ街91號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1017834-和園早午餐Garden-Brunch"
"無名早點","1018344","台南市永康區台南市永康區中山南路53號","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/1018344-無名早點"
"早餐吧","1055908","新竹縣新豐鄉泰安街166號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1055908-早餐吧"
"瑞麟美而美(七張店)","58655","新北市新店區寶橋路與北新路路口(麥當勞對面)","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/58655-瑞麟美而美-七張店"
"美而美","54133","新北市中和區景新街230之2號","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/54133-美而美"
"元氣海苔飯捲","101643","台中市中區建國路141號","早餐","中式早餐",70,"http://www.ipeen.com.tw/shop/101643-元氣海苔飯捲"
"早安美之城","117193","花蓮縣花蓮市中山路644號","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/117193-早安美之城"
"美又美漢堡","117390","台北市中正區懷寧街6-9號","早餐","西式早餐",35,"http://www.ipeen.com.tw/shop/117390-美又美漢堡"
"22nd cafe","155753","台南市東區裕農路22號","早餐","西式早餐",120,"http://www.ipeen.com.tw/shop/155753-22nd-cafe"
"泓品飯糰","97321","台中市龍井區新東村遊園南路297號 (黃昏市場前)","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/97321-泓品飯糰"
"瑞麟美而美(萬大路店)","47103","台北市萬華區萬大路486巷27號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/47103-瑞麟美而美-萬大路店"
"無名飯糰","151847","宜蘭縣羅東鎮民權路上(北海道麵包附近)","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/151847-無名飯糰"
"APPLE203(南昌店)","599214","宜蘭縣羅東鎮南昌街61-22號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/599214-APPLE203-南昌店"
"以樂飯糰吐司創作料理","612690","台中市西屯區西屯路二段278號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/612690-以樂飯糰吐司創作料理"
"初初看碳烤吐司專賣店","1248009","台北市松山區民權東路三段160巷19弄1號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1248009-初初看碳烤吐司專賣店"
"麥味登 Cafe&Brunch(楠梓小紅帽店)","470996","高雄市楠梓區楠梓路309號(楠梓國中對面)","早餐","西式早餐",105,"http://www.ipeen.com.tw/shop/470996-麥味登-Cafe-Brunch-楠梓小紅帽店"
"Ap203bar","630128","宜蘭縣羅東鎮站前南路228號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/630128-Ap203bar"
"Cherry Brunch 雀兒早午餐","632660","新北市林口區竹林路47號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/632660-Cherry-Brunch-雀兒早午餐"
"兩兄弟手作熱壓吐司坊","1036310","高雄市仁武區仁雄路81-4號","早餐","西式早餐",70,"http://www.ipeen.com.tw/shop/1036310-兩兄弟手作熱壓吐司坊"
"五妃三明治","1031418","台南市中西區五妃街308號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1031418-五妃三明治"
"無名早餐店","1040596","宜蘭縣頭城鎮開蘭路8號","早餐","中式早餐",45,"http://www.ipeen.com.tw/shop/1040596-無名早餐店"
"米福號","1061898","屏東縣屏東市建豐路147號","早餐","西式早餐",95,"http://www.ipeen.com.tw/shop/1061898-米福號"
"千豪豆漿店","1027754","新北市新莊區中誠街175號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1027754-千豪豆漿店"
"SMILE 輕食.早午餐","935628","台中市南區仁和路207號","早餐","其他類型早餐",68,"http://www.ipeen.com.tw/shop/935628-SMILE-輕食-早午餐"
"金山市場豆漿","936282","新北市金山區中山路190巷2號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/936282-金山市場豆漿"
"東南漢堡","960938","新竹市東區東南街230號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/960938-東南漢堡"
"早點兒早餐","929148","高雄市楠梓區清豐二路136號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/929148-早點兒早餐"
"無名早餐店","985194","彰化縣彰化市寶山路上","早餐","中式早餐",49,"http://www.ipeen.com.tw/shop/985194-無名早餐店"
"小胖胖三明治果汁輕食","990358","台北市大安區忠孝東路4段216巷51號","早餐","西式早餐",85,"http://www.ipeen.com.tw/shop/990358-小胖胖三明治果汁輕食"
"吐司山明治","1006160","台中市南區學府路建成路交叉口","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1006160-吐司山明治"
"雨田+","1111121","新北市新店區德正街22號","早餐","其他類型早餐",285,"http://www.ipeen.com.tw/shop/1111121-雨田"
"濰克早午餐 Wake Up Brunch(榮總店)","1000512","高雄市三民區鼎中路773號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1000512-濰克早午餐-Wake-Up-Brunch-榮總店"
"麥町吐司工房(中壢福星店)","1012246","桃園市中壢區福州二街55號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/1012246-麥町吐司工房-中壢福星店"
"民權路無名早餐店","1058706","台南市中西區民權路三段169號","早餐","中式早餐",64,"http://www.ipeen.com.tw/shop/1058706-民權路無名早餐店"
"隔壁老王","1071804","桃園市中壢區中和路173號","早餐","中式早餐",65,"http://www.ipeen.com.tw/shop/1071804-隔壁老王"
"Just a Bear 只是一隻熊(新店店)","1174664","新北市新店區中華路145號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1174664-Just-a-Bear-只是一隻熊-新店店"
"麥味登 Cafe&Brunch(向日葵分店)","60317","台北市中山區南京東路三段89巷5弄5號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/60317-麥味登-Cafe-Brunch-向日葵分店"
"紅橘子精緻早餐(京華店)","116170","台北市松山區八德路四段85之1號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/116170-紅橘子精緻早餐-京華店"
"活力早餐吧","116642","高雄市前金區光復一街與文武街口","早餐","西式早餐",120,"http://www.ipeen.com.tw/shop/116642-活力早餐吧"
"瑞麟美而美(海大店)","154707","基隆市中正區祥豐街843號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/154707-瑞麟美而美-海大店"
"7年5班複合式餐飲","149805","宜蘭縣羅東鎮中正路27號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/149805-7年5班複合式餐飲"
"無名早餐店","584879","台北市中正區許昌街26-1號","早餐","西式早餐",43,"http://www.ipeen.com.tw/shop/584879-無名早餐店"
"蘋果203早午餐連鎖事業(三重集美)","615604","新北市三重區集美街65-2號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/615604-蘋果203早午餐連鎖事業-三重集美"
"東勢小朋友肉包","627046","台中市豐原區豐勢路一段451號","早餐","中式早餐",28,"http://www.ipeen.com.tw/shop/627046-東勢小朋友肉包"
"紅橘子精緻早午餐","631570","宜蘭縣羅東鎮站前南路238號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/631570-紅橘子精緻早午餐"
"友品味早餐店","632262","台中市北屯區熱河路三段92號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/632262-友品味早餐店"
"莫尼‧布朗琪 早午餐 Morning Brunch","1136966","屏東縣內埔鄉自強路32號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1136966-莫尼‧布朗琪-早午餐-Morning-Brunch"
"紅橘子精緻早午餐","631570","宜蘭縣羅東鎮站前南路238號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/631570-紅橘子精緻早午餐"
"友品味早餐店","632262","台中市北屯區熱河路三段92號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/632262-友品味早餐店"
