"title","id","addr","cate.major","cate.minor","avg.cost","url"
"HOOD","1013688","台南市中西區大埔街89巷11號","早餐","西式早餐",160,"http://www.ipeen.com.tw/shop/1013688-HOOD"
"賴媽媽早餐店","1066950","新北市永和區仁愛路205巷1號1樓","早餐","中式早餐",48,"http://www.ipeen.com.tw/shop/1066950-賴媽媽早餐店"
"古早味阿嬤ㄟ粥","583271","台北市大安區古亭捷運站5號出口","早餐","中式早餐",42,"http://www.ipeen.com.tw/shop/583271-古早味阿嬤ㄟ粥"
"早安廚房","655098","台中市龍井區臺灣大道五段三巷62弄47號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/655098-早安廚房"
"元之氣","606000","高雄市大社區旗楠路2-7號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/606000-元之氣"
"漫典咖啡輕食早午餐","1047888","台中市大里區立元路55號","早餐","西式早餐",450,"http://www.ipeen.com.tw/shop/1047888-漫典咖啡輕食早午餐"
"小鎮湯包","939252","桃園市楊梅區文化街289號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/939252-小鎮湯包"
"老車。食物所 早午餐","931264","台中市豐原區南陽路298巷14號","早餐","西式早餐",55,"http://www.ipeen.com.tw/shop/931264-老車。食物所-早午餐"
"板烤堂吐司烤物","1016542","台南市東區榮譽街115號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1016542-板烤堂吐司烤物"
"原物早午餐","1049418","台南市安平區建平一街197號","早餐","西式早餐",210,"http://www.ipeen.com.tw/shop/1049418-原物早午餐"
"拉亞漢堡 Laya Burger(桃園長榮店)","41558","桃園市桃園區經國路860號(桃園交流道下)","早餐","西式早餐",85,"http://www.ipeen.com.tw/shop/41558-拉亞漢堡-Laya-Burger-桃園長榮店"
"Mr. Lin's Sandwich","998476","台北市中山區農安街8-2號","早餐","西式早餐",92,"http://www.ipeen.com.tw/shop/998476-Mr-Lin-s-Sandwich"
"幸福日光","924820","花蓮縣花蓮市國風街20號","早餐","其他類型早餐",199,"http://www.ipeen.com.tw/shop/924820-幸福日光"
"蔥品香 烘烤蔥油餅","1210649","台北市中山區農安街8-6號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1210649-蔥品香-烘烤蔥油餅"
"好時光Brunch早午餐","1014390","高雄市鼓山區篤敬路35號","早餐","西式早餐",150,"http://www.ipeen.com.tw/shop/1014390-好時光Brunch早午餐"
"鴻心堡(清水店)","575760","新北市土城區清水路256號","早餐","其他類型早餐",42,"http://www.ipeen.com.tw/shop/575760-鴻心堡-清水店"
"亞米香蛋餅屋","1043894","新北市淡水區北新路184巷120號","早餐","中式早餐",55,"http://www.ipeen.com.tw/shop/1043894-亞米香蛋餅屋"
"金捷發煎盤粿","1026272","雲林縣北港鎮中山路80號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1026272-金捷發煎盤粿"
"Isaac toast <U+C774><U+C0AD><U+D1A0><U+C2A4><U+D2B8>梨大店(梨大店)","957120","韓國 56-88 Daehyeon-dong, Seodaemun-gu, Seoul","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/957120-Isaac-toast-<U+C774><U+C0AD><U+D1A0><U+C2A4><U+D2B8>梨大店-梨大店"
"朝司暮想","1025662","桃園市桃園區同安街478號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1025662-朝司暮想"
"Humble beginnings cafe","1056408","台北市士林區中山北路七段36之1號","早餐","西式早餐",280,"http://www.ipeen.com.tw/shop/1056408-Humble-beginnings-cafe"
"好遞食肉蛋炭烤三明治(民生貳號店)","1217447","台北市松山區復興北路231巷11號","早餐","中式早餐",125,"http://www.ipeen.com.tw/shop/1217447-好遞食肉蛋炭烤三明治-民生貳號店"
"佳佳早午餐","105483","台中市北區崇德路一段527號","早餐","西式早餐",43,"http://www.ipeen.com.tw/shop/105483-佳佳早午餐"
"白鳥餐點飲料連鎖店","597232","彰化縣彰化市南郭路一段226-4號","早餐","其他類型早餐",44,"http://www.ipeen.com.tw/shop/597232-白鳥餐點飲料連鎖店"
"艾薇塔二號店","1043858","台東縣台東市四維路三段118號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1043858-艾薇塔二號店"
"歐兔咖啡館","968054","新北市蘆洲區長安街270號","早餐","西式早餐",118,"http://www.ipeen.com.tw/shop/968054-歐兔咖啡館"
"活力飽早午餐","964456","桃園市桃園區中山北路119號","早餐","其他類型早餐",35,"http://www.ipeen.com.tw/shop/964456-活力飽早午餐"
"隱巷In shine","1058066","台中市北屯區中清路二段362巷16弄58號","早餐","西式早餐",210,"http://www.ipeen.com.tw/shop/1058066-隱巷In-shine"
"早安二街坊","1050224","新竹市東區光華二街39號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1050224-早安二街坊"
"點匠輕鬆小品","1077420","台中市北區英才路389號1樓","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1077420-點匠輕鬆小品"
"鐵鍋叔叔","1105328","新北市板橋區金門街275號","早餐","西式早餐",103,"http://www.ipeen.com.tw/shop/1105328-鐵鍋叔叔"
"柒五參咖啡館753 Cafe","1206347","高雄市新興區民生一路158號","早餐","西式早餐",275,"http://www.ipeen.com.tw/shop/1206347-柒五參咖啡館753-Cafe"
"原味輕食早午餐","1155299","高雄市三民區大豐二路147號","早餐","早午餐",180,"http://www.ipeen.com.tw/shop/1155299-原味輕食早午餐"
"咱們三。Brunch & Spaghetti","1232801","新北市三重區光明路52號","早餐","早午餐",295,"http://www.ipeen.com.tw/shop/1232801-咱們三。Brunch-Spaghetti"
"瑞麟美而美(三陽店)","612462","新北市三重區三陽路40號","早餐","西式早餐",86,"http://www.ipeen.com.tw/shop/612462-瑞麟美而美-三陽店"
"呷尚寶早餐店","568340","台中市沙鹿區中棲路103-8號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/568340-呷尚寶早餐店"
"麥味登 Cafe&Brunch(林口四維店)","951258","新北市林口區四維路255號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/951258-麥味登-Cafe-Brunch-林口四維店"
"陸橋豆漿","1056148","屏東縣屏東市民族路79號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1056148-陸橋豆漿"
"王家燒餅店","1124813","高雄市新興區五福二路76號","早餐","中式早餐",33,"http://www.ipeen.com.tw/shop/1124813-王家燒餅店"
"連記永和豆漿大王","93038","新北市永和區永和路一段30號","早餐","中式早餐",56,"http://www.ipeen.com.tw/shop/93038-連記永和豆漿大王"
"傑克漢堡","463218","桃園市龜山區文興路65號","早餐","西式早餐",64,"http://www.ipeen.com.tw/shop/463218-傑克漢堡"
"北方早點","622416","彰化縣彰化市中正路一段267號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/622416-北方早點"
"Three Bags Full","911484","澳洲 Cnr Nicholson and Mollison Streets, Abbotsford, 3067 Australia","早餐","西式早餐",650,"http://www.ipeen.com.tw/shop/911484-Three-Bags-Full"
"大衛炭烤土司","1063166","台北市大安區通安街77號","早餐","其他類型早餐",50,"http://www.ipeen.com.tw/shop/1063166-大衛炭烤土司"
"無名早餐店","958596","台南市中西區民權路三段169號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/958596-無名早餐店"
"麥町吐司工房(桃園市中壢區文化店)","1045288","桃園市中壢區文化路325號1樓","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1045288-麥町吐司工房-桃園市中壢區文化店"
"無名早餐店","958596","台南市中西區民權路三段169號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/958596-無名早餐店"
"美紅豆漿","974538","高雄市左營區果峰街9號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/974538-美紅豆漿"
"亞美豆漿大王","116990","新北市中和區民德路97號","早餐","中式早餐",32,"http://www.ipeen.com.tw/shop/116990-亞美豆漿大王"
"香草綠早餐店","581551","台北市北投區豐年路一段2號","早餐","其他類型早餐",64,"http://www.ipeen.com.tw/shop/581551-香草綠早餐店"
"內湖路二段無名早餐","952342","台北市內湖區內湖路二段307-1號","早餐","中式早餐",63,"http://www.ipeen.com.tw/shop/952342-內湖路二段無名早餐"
"紫米飯糰","934840","台中市大雅區大雅區學府路223號","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/934840-紫米飯糰"
"多一點咖啡館(台南成大館 品牌特許授權店)","1119254","台南市北區長榮路四段169號","早餐","早午餐",380,"http://www.ipeen.com.tw/shop/1119254-多一點咖啡館-台南成大館-品牌特許授權店"
"等等wei wei","1231211","台北市松山區南京東路五段66巷22弄28號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1231211-等等wei-wei"
"柯家早點台東寶桑蘿蔔糕","131545","台東縣台東市寶桑路125號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/131545-柯家早點台東寶桑蘿蔔糕"
"幸福早餐店","493194","新北市新店區環河路29巷23-1號","早餐","西式早餐",61,"http://www.ipeen.com.tw/shop/493194-幸福早餐店"
"OT蛋餅","1118654","台中市北區育才街35號之1","早餐","西式早餐",48,"http://www.ipeen.com.tw/shop/1118654-OT蛋餅"
"BeO2 cafe","618100","高雄市鹽埕區新樂街144號","早餐","西式早餐",230,"http://www.ipeen.com.tw/shop/618100-BeO2-cafe"
"美味早點","575708","宜蘭縣羅東鎮中華路74-1號","早餐","中式早餐",27,"http://www.ipeen.com.tw/shop/575708-美味早點"
"瓦瓦世創意早午餐(土庫店)","626630","高雄市楠梓區土庫三路","早餐","西式早餐",102,"http://www.ipeen.com.tw/shop/626630-瓦瓦世創意早午餐-土庫店"
"QBurger","1027056","新北市三重區三民街343號","早餐","西式早餐",71,"http://www.ipeen.com.tw/shop/1027056-QBurger"
"莫尼‧布朗琪 早午餐 Morning Brunch","1136966","屏東縣內埔鄉自強路32號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1136966-莫尼‧布朗琪-早午餐-Morning-Brunch"
"無名飯糰","968308","桃園市桃園區大業路一段322-1號","早餐","中式早餐",40,"http://www.ipeen.com.tw/shop/968308-無名飯糰"
"姑媽早餐店","998024","新北市新店區三民路79號","早餐","中式早餐",47,"http://www.ipeen.com.tw/shop/998024-姑媽早餐店"
"好歐!早午餐","1019956","桃園市桃園區自強路215號","早餐","西式早餐",78,"http://www.ipeen.com.tw/shop/1019956-好歐-早午餐"
"揪你餐車 Journey food truck","1011140","新北市新莊區三泰路(輔仁大學後門貴子球場)","早餐","中式早餐",75,"http://www.ipeen.com.tw/shop/1011140-揪你餐車-Journey-food-truck"
"和平早點","1019058","彰化縣員林市和平街 8-9號","早餐","其他類型早餐",50,"http://www.ipeen.com.tw/shop/1019058-和平早點"
"自然捲","1211399","台北市大安區大安路一段200號","早餐","早午餐",50,"http://www.ipeen.com.tw/shop/1211399-自然捲"
"蕃茄村漢堡(內湖麗山店)","763960","台北市內湖區麗山街348巷15-1號","早餐","西式早餐",77,"http://www.ipeen.com.tw/shop/763960-蕃茄村漢堡-內湖麗山店"
"徐媽媽早點","936930","台南市安平區安北路93號","早餐","中式早餐",61,"http://www.ipeen.com.tw/shop/936930-徐媽媽早點"
"永和豆漿大王","153815","新北市中和區連城路3號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/153815-永和豆漿大王"
"美而美早餐店","49944","新北市土城區永寧街3號","早餐","西式早餐",46,"http://www.ipeen.com.tw/shop/49944-美而美早餐店"
"力丸早餐店","392232","宜蘭縣五結鄉中正路二段12號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/392232-力丸早餐店"
"六蜻蜓咖啡飲食堂","967068","高雄市左營區辛亥路237號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/967068-六蜻蜓咖啡飲食堂"
"暮香炭烤吐司(大連二店)","1103414","台中市北屯區大連路一段66號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1103414-暮香炭烤吐司-大連二店"
"阿告灶咖AGau Kitchen","1153835","台北市萬華區內江街51號","早餐","西式早餐",135,"http://www.ipeen.com.tw/shop/1153835-阿告灶咖AGau-Kitchen"
"凱旋豆漿店","120767","高雄市苓雅區憲政路與安康路交接的鐵皮屋","早餐","中式早餐",26,"http://www.ipeen.com.tw/shop/120767-凱旋豆漿店"
"漿餅屋豆漿","1217522","新北市中和區秀朗路三段128巷1弄2號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1217522-漿餅屋豆漿"
"濰克早午餐 Wake Up Brunch","1032606","高雄市楠梓區德祥路190號","早餐","西式早餐",125,"http://www.ipeen.com.tw/shop/1032606-濰克早午餐-Wake-Up-Brunch"
"吐司森林(沙鹿靜宜店)","1001708","台中市沙鹿區北勢東路723號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1001708-吐司森林-沙鹿靜宜店"
"好吃懶做","1077248","台南市中西區民生路二段337號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1077248-好吃懶做"
"鹿森早午餐","1121462","新北市三重區長安街86號","早餐","早午餐",100,"http://www.ipeen.com.tw/shop/1121462-鹿森早午餐"
"米樂福 Miller Food","1148294","高雄市鼓山區明倫路77號","早餐","西式早餐",145,"http://www.ipeen.com.tw/shop/1148294-米樂福-Miller-Food"
"近花園手作早午餐","1073066","高雄市鳳山區瑞興街201號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1073066-近花園手作早午餐"
"初味1.0","1236566","高雄市苓雅區復興二路83號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1236566-初味1-0"
"拉亞漢堡 Laya Burger(新莊景德店)","51898","新北市新莊區景德路316號1樓","早餐","西式早餐",65,"http://www.ipeen.com.tw/shop/51898-拉亞漢堡-Laya-Burger-新莊景德店"
"青島早餐","114544","台北市中山區青島東路21號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/114544-青島早餐"
"佐登早餐","602582","新竹市東區公道五路二段361號","早餐","西式早餐",44,"http://www.ipeen.com.tw/shop/602582-佐登早餐"
"大拇指西式早點","604156","台北市中山區中吉里一江街24號","早餐","其他類型早餐",47,"http://www.ipeen.com.tw/shop/604156-大拇指西式早點"
"麥町吐司工房(內湖二店)","1037206","台北市內湖區內湖路三段60巷1弄2之1號","早餐","中式早餐",68,"http://www.ipeen.com.tw/shop/1037206-麥町吐司工房-內湖二店"
"早稻幸福(東海店)","1043174","台中市龍井區新興路82號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1043174-早稻幸福-東海店"
"HATEna Brunch花朵木","938950","花蓮縣花蓮市廣東街65號","早餐","西式早餐",174,"http://www.ipeen.com.tw/shop/938950-HATEna-Brunch花朵木"
"發現。糖 Candice","1067832","新北市新店區安民街47號","早餐","西式早餐",160,"http://www.ipeen.com.tw/shop/1067832-發現。糖-Candice"
"雨田+","1111121","新北市新店區德正街22號","早餐","其他類型早餐",285,"http://www.ipeen.com.tw/shop/1111121-雨田"
"阿嬤肉羹","1042096","桃園市八德區長興路2號","早餐","中式早餐",110,"http://www.ipeen.com.tw/shop/1042096-阿嬤肉羹"
"春囍 Have a nice day","1076230","雲林縣斗六市龍潭里八德路82號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1076230-春囍-Have-a-nice-day"
"如，<U+83D3> Flambagel Cafe(西屯店)","1092548","台中市西屯區西屯路二段93號","早餐","西式早餐",145,"http://www.ipeen.com.tw/shop/1092548-如-<U+83D3>-Flambagel-Cafe-西屯店"
"Goody Caf'e","1168532","新北市板橋區民族路83-1號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1168532-Goody-Caf-e"
"美而美","51015","新北市板橋區文德路55號","早餐","西式早餐",57,"http://www.ipeen.com.tw/shop/51015-美而美"
"瑞麟美而美","594978","新北市蘆洲區正和街36號","早餐","西式早餐",63,"http://www.ipeen.com.tw/shop/594978-瑞麟美而美"
"上大虎咬豬","582509","雲林縣斗六市大同路(斗六火車站前)","早餐","中式早餐",33,"http://www.ipeen.com.tw/shop/582509-上大虎咬豬"
"豆大爺永和豆漿","608718","桃園市中壢區文化路350號","早餐","中式早餐",57,"http://www.ipeen.com.tw/shop/608718-豆大爺永和豆漿"
"小島咖啡","970212","新竹縣竹北市勝利五路52號","早餐","西式早餐",200,"http://www.ipeen.com.tw/shop/970212-小島咖啡"
"六號碼頭阿粉專賣店","940474","基隆市中山區中山二路33號","早餐","其他類型早餐",78,"http://www.ipeen.com.tw/shop/940474-六號碼頭阿粉專賣店"
"克李斯 碳烤土司","1024508","桃園市龜山區陸光及自強路橋交叉處","早餐","中式早餐",75,"http://www.ipeen.com.tw/shop/1024508-克李斯-碳烤土司"
"宜蘭178早午餐民宿","1025408","宜蘭縣宜蘭市民權新路178號","早餐","西式早餐",305,"http://www.ipeen.com.tw/shop/1025408-宜蘭178早午餐民宿"
"wow漢堡輕食專賣店","1016128","高雄市鳳山區自由路270號","早餐","西式早餐",95,"http://www.ipeen.com.tw/shop/1016128-wow漢堡輕食專賣店"
"吐司工寓(台中金典店)","1077606","台中市西區健行路1035號","早餐","其他類型早餐",110,"http://www.ipeen.com.tw/shop/1077606-吐司工寓-台中金典店"
"TANKO 炭烤三明治","1075672","高雄市新興區六合一路20-3號","早餐","其他類型早餐",135,"http://www.ipeen.com.tw/shop/1075672-TANKO-炭烤三明治"
"雨田+","1111121","新北市新店區德正街22號","早餐","其他類型早餐",285,"http://www.ipeen.com.tw/shop/1111121-雨田"
"PuHouse 皮悠好食brunch慢時光","1172927","台中市南屯區河南路四段453號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1172927-PuHouse-皮悠好食brunch慢時光"
"海島飯糰","1129310","台中市北屯區瀋陽路三段38號","早餐","中式早餐",65,"http://www.ipeen.com.tw/shop/1129310-海島飯糰"
"拉亞漢堡 Laya Burger(花蓮中山店)","116683","花蓮縣花蓮市中山路475-6號","早餐","西式早餐",63,"http://www.ipeen.com.tw/shop/116683-拉亞漢堡-Laya-Burger-花蓮中山店"
"瑞麟美而美(中和中興店)","61455","新北市中和區中興路174<U+53F7>","早餐","西式早餐",63,"http://www.ipeen.com.tw/shop/61455-瑞麟美而美-中和中興店"
"Mr.里歐歐式早餐(重愛店)","1038228","高雄市左營區重愛路370號","早餐","西式早餐",88,"http://www.ipeen.com.tw/shop/1038228-Mr-里歐歐式早餐-重愛店"
"The Original One-TOO","1044414","高雄市前鎮區瑞隆路138號","早餐","西式早餐",267,"http://www.ipeen.com.tw/shop/1044414-The-Original-One-TOO"
"弘爺漢堡","969686","彰化縣彰化市工校街15號","早餐","西式早餐",82,"http://www.ipeen.com.tw/shop/969686-弘爺漢堡"
"楊記永和豆漿大王","1034534","新北市三重區大同北路148巷2-3號。(修德國小、大同公園旁，與大仁街交叉口","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1034534-楊記永和豆漿大王"
"及第家手作早午餐(成功店)","1069628","高雄市前鎮區成功二路8號","早餐","西式早餐",110,"http://www.ipeen.com.tw/shop/1069628-及第家手作早午餐-成功店"
"咕咕布朗早午餐","1099973","台南市歸仁區忠孝北路223號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1099973-咕咕布朗早午餐"
"晨吉司漢(土城明德店)","1154129","新北市土城區明德路一段29巷6號1樓","早餐","西式早餐",40,"http://www.ipeen.com.tw/shop/1154129-晨吉司漢-土城明德店"
"3517手作甜點。輕食","1092896","台南市中西區中正路106之1號","早餐","西式早餐",240,"http://www.ipeen.com.tw/shop/1092896-3517手作甜點。輕食"
"楊記永和豆漿","1106975","新北市三重區中央南路24號","早餐","中式早餐",45,"http://www.ipeen.com.tw/shop/1106975-楊記永和豆漿"
"隔壁咖啡 Next Door Cafe(草屯店)","1146665","南投縣草屯鎮明賢街一段15號","早餐","早午餐",218,"http://www.ipeen.com.tw/shop/1146665-隔壁咖啡-Next-Door-Cafe-草屯店"
"DOU Brunch","1209512","台南市北區和緯路二段502號","早餐","早午餐",200,"http://www.ipeen.com.tw/shop/1209512-DOU-Brunch"
"麥町吐司工房(桃園市中壢區文化店)","1045288","桃園市中壢區文化路325號1樓","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1045288-麥町吐司工房-桃園市中壢區文化店"
"<U+30DD><U+30FC><U+30AF><U+305F><U+307E><U+3054><U+304A><U+306B><U+304E><U+308A>本店 (katsu kitchen)","1110812","日本 沖<U+7E04><U+770C>那<U+8987>市松尾2<U+2212>8<U+2212>35","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1110812-<U+30DD><U+30FC><U+30AF><U+305F><U+307E><U+3054><U+304A><U+306B><U+304E><U+308A>本店-katsu-kitchen"
"七二食事早午餐","1237988","高雄市三民區建工路497號之3","早餐","早午餐",157,"http://www.ipeen.com.tw/shop/1237988-七二食事早午餐"
"早安山丘(台南復國店)","1242342","台南市永康區復國一路88號","早餐","西式早餐",55,"http://www.ipeen.com.tw/shop/1242342-早安山丘-台南復國店"
"拉亞漢堡 Laya Burger(永康大橋)","1198676","台南市永康區中華西街82號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1198676-拉亞漢堡-Laya-Burger-永康大橋"
"慢慢空間 mummum","1219994","宜蘭縣羅東鎮中山路二段437號","早餐","早午餐",158,"http://www.ipeen.com.tw/shop/1219994-慢慢空間-mummum"
"Isaac Toast & Coffee","736768","韓國 東廟","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/736768-Isaac-Toast-Coffee"
"早是吉","603688","新竹市北區西門街117號","早餐","西式早餐",119,"http://www.ipeen.com.tw/shop/603688-早是吉"
"珈琲所<U+30B3><U+30E1><U+30C0>珈琲店(名古屋<U+99C5>西店)","1052276","日本 愛知<U+770C>名古屋市中村<U+533A>則武2丁目3番2<U+53F7>","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1052276-珈琲所<U+30B3><U+30E1><U+30C0>珈琲店-名古屋<U+99C5>西店"
"A-bao house(裕農店)","1064620","嘉義縣民雄鄉裕農路189號","早餐","西式早餐",57,"http://www.ipeen.com.tw/shop/1064620-A-bao-house-裕農店"
"橙堡","961344","嘉義縣民雄鄉三興村裕農一街1號","早餐","西式早餐",69,"http://www.ipeen.com.tw/shop/961344-橙堡"
"濰克早午餐 Wake Up Brunch(鳳山店)","972978","高雄市鳳山區勝利南路14號","早餐","西式早餐",142,"http://www.ipeen.com.tw/shop/972978-濰克早午餐-Wake-Up-Brunch-鳳山店"
"幸福早一點點","1014530","花蓮縣花蓮市重慶路163號","早餐","其他類型早餐",163,"http://www.ipeen.com.tw/shop/1014530-幸福早一點點"
"滿足手工蛋餅","1025894","基隆市中山區復興路264號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1025894-滿足手工蛋餅"
"花<U+306E>漾早餐","1026882","台中市龍井區藝術街105號","早餐","其他類型早餐",58,"http://www.ipeen.com.tw/shop/1026882-花<U+306E>漾早餐"
"CALL ME Brunch","1059728","高雄市前金區新盛一街98號","早餐","西式早餐",318,"http://www.ipeen.com.tw/shop/1059728-CALL-ME-Brunch"
"長勝君捲蛋餅","1138883","台北市松山區興安街214號","早餐","早午餐",132,"http://www.ipeen.com.tw/shop/1138883-長勝君捲蛋餅"
"小搞搞叭噗手作複合式餐飲","1075686","高雄市左營區富民路112號","早餐","西式早餐",98,"http://www.ipeen.com.tw/shop/1075686-小搞搞叭噗手作複合式餐飲"
"O2 Brunch歐圖咖啡廚房(彰化矽品店)","618772","彰化縣彰化市彰新路一段107號","早餐","西式早餐",85,"http://www.ipeen.com.tw/shop/618772-O2-Brunch歐圖咖啡廚房-彰化矽品店"
"傳統早點","733226","桃園市中壢區西園路21號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/733226-傳統早點"
"多來家早餐店","99873","桃園市龜山區明德路20號","早餐","西式早餐",88,"http://www.ipeen.com.tw/shop/99873-多來家早餐店"
"無店名早餐店","49661","新北市新店區碧潭路19巷(長堤會館旁)","早餐","其他類型早餐",50,"http://www.ipeen.com.tw/shop/49661-無店名早餐店"
"榮市食堂","951554","花蓮縣花蓮市富國路41號","早餐","西式早餐",195,"http://www.ipeen.com.tw/shop/951554-榮市食堂"
"職人炭烤吐司","1067120","桃園市桃園區民生路259號","早餐","其他類型早餐",100,"http://www.ipeen.com.tw/shop/1067120-職人炭烤吐司"
"無名早點","1000376","台南市永康區中華路852號和全家中間 (奇美陸橋旁)","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1000376-無名早點"
"拉亞漢堡 Laya Burger(高雄大昌店)","45923","高雄市三民區大昌二路32號","早餐","西式早餐",80,"http://www.ipeen.com.tw/shop/45923-拉亞漢堡-Laya-Burger-高雄大昌店"
"麥味登 Cafe&Brunch(板橋國光店)","635854","新北市板橋區自由路51巷24弄3號","早餐","西式早餐",107,"http://www.ipeen.com.tw/shop/635854-麥味登-Cafe-Brunch-板橋國光店"
"無名巨無霸早餐餐車","1060924","台中市沙鹿區北勢東路267號","早餐","中式早餐",68,"http://www.ipeen.com.tw/shop/1060924-無名巨無霸早餐餐車"
"林家早點","952528","台中市豐原區圳寮里圳寮路12號","早餐","中式早餐",42,"http://www.ipeen.com.tw/shop/952528-林家早點"
"品味早點","925014","宜蘭縣羅東鎮大同路2號","早餐","中式早餐",31,"http://www.ipeen.com.tw/shop/925014-品味早點"
"炭根炭烤吐司俱樂部","1002084","高雄市旗山區平和街12號","早餐","其他類型早餐",83,"http://www.ipeen.com.tw/shop/1002084-炭根炭烤吐司俱樂部"
"28巷早餐坊","1080212","高雄市鳳山區文化西路102號","早餐","西式早餐",115,"http://www.ipeen.com.tw/shop/1080212-28巷早餐坊"
"Butter 巴特2店 Brunch&cafe","1013648","台中市西區五權西四街13巷10號","早餐","早午餐",248,"http://www.ipeen.com.tw/shop/1013648-Butter-巴特2店-Brunch-cafe"
"瑞斯飯糰(東門店)","117160","新竹市東區東門街11號","早餐","中式早餐",48,"http://www.ipeen.com.tw/shop/117160-瑞斯飯糰-東門店"
"元之氣早午餐(大社總店)","136671","高雄市大社區中山路232號","早餐","西式早餐",55,"http://www.ipeen.com.tw/shop/136671-元之氣早午餐-大社總店"
"民生早點","931910","台南市東區仁和路109號","早餐","中式早餐",33,"http://www.ipeen.com.tw/shop/931910-民生早點"
"微笑曲線早午餐","948914","桃園市桃園區中埔二街208號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/948914-微笑曲線早午餐"
"日安Ciao","1231067","台北市中正區金門街34巷9-3號","早餐","西式早餐",185,"http://www.ipeen.com.tw/shop/1231067-日安Ciao"
"中興飯糰","71597","台中市大里區中興路二段468號","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/71597-中興飯糰"
"松柏園精緻早餐","118804","新北市三峽區民權街237號","早餐","西式早餐",77,"http://www.ipeen.com.tw/shop/118804-松柏園精緻早餐"
"Maybeman。小午餐","1073166","新北市板橋區懷德街174巷27號","早餐","其他類型早餐",109,"http://www.ipeen.com.tw/shop/1073166-Maybeman。小午餐"
"暮香炭烤吐司(大業店)","1215398","台中市西區大業路23號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1215398-暮香炭烤吐司-大業店"
"拉亞漢堡 Laya Burger(光武店)","55105","新北市板橋區光武街63號","早餐","西式早餐",35,"http://www.ipeen.com.tw/shop/55105-拉亞漢堡-Laya-Burger-光武店"
"阿國黑豆漿","107319","雲林縣北港鎮博愛路35-3號","早餐","中式早餐",27,"http://www.ipeen.com.tw/shop/107319-阿國黑豆漿"
"拉亞漢堡 Laya Burger(北市永春)","50126","台北市信義區忠孝東路五段523巷1弄2號","早餐","西式早餐",295,"http://www.ipeen.com.tw/shop/50126-拉亞漢堡-Laya-Burger-北市永春"
"you'r 廚房","993604","新北市板橋區重慶路302號","早餐","其他類型早餐",81,"http://www.ipeen.com.tw/shop/993604-you-r-廚房"
